istat;ref;reg;prv;name_it;name_de;name_fr;wiki
078130;I183;18;078;Santa Domenica Talao;;;Santa Domenica Talao
078131;I192;18;078;Sant'Agata di Esaro;;;Sant'Agata di Esaro
078132;C717;18;078;Santa Maria del Cedro;;;Santa Maria del Cedro
078133;I309;18;078;Santa Sofia d'Epiro;;;Santa Sofia d'Epiro
078134;I359;18;078;Santo Stefano di Rogliano;;;Santo Stefano di Rogliano
078135;I388;18;078;San Vincenzo La Costa;;;San Vincenzo La Costa
078136;I423;18;078;Saracena;;;Saracena
078137;I485;18;078;Scala Coeli;;;Scala Coeli
078138;I489;18;078;Scalea;;;Scalea
078139;D290;18;078;Scigliano;;;Scigliano
078140;I642;18;078;Serra d'Aiello;;;Serra d'Aiello
078141;I650;18;078;Serra Pedace;;;Serra Pedace
078142;I895;18;078;Spezzano Albanese;;;Spezzano Albanese
078143;I896;18;078;Spezzano della Sila;;;Spezzano della Sila
078144;I898;18;078;Spezzano Piccolo;;;Spezzano Piccolo
078145;L055;18;078;Tarsia;;;Tarsia
078146;L124;18;078;Terranova da Sibari;;;Terranova da Sibari
078147;L134;18;078;Terravecchia;;;Terravecchia
078148;L206;18;078;Torano Castello;;;Torano Castello
078149;L305;18;078;Tortora;;;Tortora (Italia)
078150;L353;18;078;Trebisacce;;;Trebisacce
078151;L375;18;078;Trenta;;;Trenta (Italia)
078152;L524;18;078;Vaccarizzo Albanese;;;Vaccarizzo Albanese
078153;L747;18;078;Verbicaro;;;Verbicaro
078154;B903;18;078;Villapiana;;;Villapiana
078155;M202;18;078;Zumpano;;;Zumpano
079002;A155;18;079;Albi;;;Albi (Italia)
079003;A255;18;079;Amaroni;;;Amaroni
079004;A257;18;079;Amato;;;Amato (Italia)
079005;A272;18;079;Andali;;;Andali
079007;A397;18;079;Argusto;;;Argusto
079008;A542;18;079;Badolato;;;Badolato
079009;A736;18;079;Belcastro;;;Belcastro
079011;B002;18;079;Borgia;;;Borgia (Italia)
079012;B085;18;079;Botricello;;;Botricello
079017;B717;18;079;Caraffa di Catanzaro;;;Caraffa di Catanzaro
079018;B758;18;079;Cardinale;;;Cardinale (Italia)
079020;B790;18;079;Carlopoli;;;Carlopoli
079023;C352;18;079;Catanzaro;;;Catanzaro
079024;C453;18;079;Cenadi;;;Cenadi
079025;C472;18;079;Centrache;;;Centrache
079027;C542;18;079;Cerva;;;Cerva
079029;C616;18;079;Chiaravalle Centrale;;;Chiaravalle Centrale
079030;C674;18;079;Cicala;;;Cicala (Italia)
079033;C960;18;079;Conflenti;;;Conflenti
079034;D049;18;079;Cortale;;;Cortale
079036;D181;18;079;Cropani;;;Cropani
079039;D218;18;079;Curinga;;;Curinga
079042;D257;18;079;Davoli;;;Davoli
079043;D261;18;079;Decollatura;;;Decollatura
079047;D476;18;079;Falerna;;;Falerna
079048;D544;18;079;Feroleto Antico;;;Feroleto Antico
079052;D744;18;079;Fossato Serralta;;;Fossato Serralta
079055;D852;18;079;Gagliato;;;Gagliato
079056;D932;18;079;Gasperina;;;Gasperina
079058;E031;18;079;Gimigliano;;;Gimigliano
079059;E050;18;079;Girifalco;;;Girifalco
079060;E068;18;079;Gizzeria;;;Gizzeria
079061;E239;18;079;Guardavalle;;;Guardavalle
079063;E328;18;079;Isca sullo Ionio;;;Isca sullo Ionio
079065;E274;18;079;Jacurso;;;Jacurso
079068;E806;18;079;Magisano;;;Magisano
079069;E834;18;079;Maida;;;Maida
079071;E923;18;079;Marcedusa;;;Marcedusa
079072;E925;18;079;Marcellinara;;;Marcellinara
079073;E990;18;079;Martirano;;;Martirano (Italia)
079074;E991;18;079;Martirano Lombardo;;;Martirano Lombardo
079077;F200;18;079;Miglierina;;;Miglierina
079080;F432;18;079;Montauro;;;Montauro
079081;F586;18;079;Montepaone;;;Montepaone
079083;F780;18;079;Motta Santa Lucia;;;Motta Santa Lucia
079087;F910;18;079;Nocera Terinese;;;Nocera Terinese
079088;G034;18;079;Olivadi;;;Olivadi
079089;G272;18;079;Palermiti;;;Palermiti
079092;G439;18;079;Pentone;;;Pentone
079094;G517;18;079;Petrizzi;;;Petrizzi
079095;G518;18;079;Petronà;;;Petronà
079096;D546;18;079;Pianopoli;;;Pianopoli
079099;G734;18;079;Platania;;;Platania
079108;H846;18;079;San Floro;;;San Floro
079110;H976;18;079;San Mango d'Aquino;;;San Mango d'Aquino
079114;I093;18;079;San Pietro a Maida;;;San Pietro a Maida
079115;I095;18;079;San Pietro Apostolo;;;San Pietro Apostolo (Italia)
079116;I164;18;079;San Sostene;;;San Sostene
079117;I170;18;079;Santa Caterina dello Ionio;;;Santa Caterina dello Ionio
079118;I266;18;079;Sant'Andrea Apostolo dello Ionio;;;Sant'Andrea Apostolo dello Ionio
079122;I393;18;079;San Vito sullo Ionio;;;San Vito sullo Ionio
079123;I463;18;079;Satriano;;;Satriano
079126;I589;18;079;Sellia;;;Sellia
079127;I590;18;079;Sellia Marina;;;Sellia Marina
079129;I655;18;079;Serrastretta;;;Serrastretta
079130;I671;18;079;Sersale;;;Sersale
079131;I704;18;079;Settingiano;;;Settingiano
079133;I745;18;079;Simeri Crichi;;;Simeri Crichi
079134;I844;18;079;Sorbo San Basile;;;Sorbo San Basile
079137;I872;18;079;Soverato;;;Soverato
079138;I874;18;079;Soveria Mannelli;;;Soveria Mannelli
079139;I875;18;079;Soveria Simeri;;;Soveria Simeri
079142;I929;18;079;Squillace;;;Squillace
079143;I937;18;079;Stalettì;;;Stalettì
079146;L070;18;079;Taverna;;;Taverna (Italia)
079147;L177;18;079;Tiriolo;;;Tiriolo
079148;L240;18;079;Torre di Ruggiero;;;Torre di Ruggiero
079151;I322;18;079;Vallefiorita;;;Vallefiorita
079157;M140;18;079;Zagarise;;;Zagarise
079160;M208;18;079;Lamezia Terme;;;Lamezia Terme
080001;A065;18;080;Africo;;;Africo
080002;A077;18;080;Agnana Calabra;;;Agnana Calabra
080003;A303;18;080;Anoia;;;Anoia (Italia)
080004;A314;18;080;Antonimina;;;Antonimina
080005;A385;18;080;Ardore;;;Ardore
080006;A544;18;080;Bagaladi;;;Bagaladi
080007;A552;18;080;Bagnara Calabra;;;Bagnara Calabra
080008;A780;18;080;Benestare;;;Benestare
080009;A843;18;080;Bianco;;;Bianco (Italia)
080010;A897;18;080;Bivongi;;;Bivongi
080011;B097;18;080;Bova;;;Bova (Italia)
080012;B098;18;080;Bovalino;;;Bovalino
080013;B099;18;080;Bova Marina;;;Bova Marina
080014;B118;18;080;Brancaleone;;;Brancaleone (Italia)
080015;B234;18;080;Bruzzano Zeffirio;;;Bruzzano Zeffirio
080016;B379;18;080;Calanna;;;Calanna
080017;B481;18;080;Camini;;;Camini
080018;B516;18;080;Campo Calabro;;;Campo Calabro
080019;B591;18;080;Candidoni;;;Candidoni
080020;B617;18;080;Canolo;;;Canolo
080021;B718;18;080;Caraffa del Bianco;;;Caraffa del Bianco
080022;B756;18;080;Cardeto;;;Cardeto
080023;B766;18;080;Careri;;;Careri
080024;B966;18;080;Casignana;;;Casignana
080025;C285;18;080;Caulonia;;;Caulonia
080026;C695;18;080;Ciminà;;;Ciminà
080027;C710;18;080;Cinquefrondi;;;Cinquefrondi
080028;C747;18;080;Cittanova;;;Cittanova (Italia)
080029;C954;18;080;Condofuri;;;Condofuri
080030;D089;18;080;Cosoleto;;;Cosoleto
080031;D268;18;080;Delianuova;;;Delianuova
080032;D545;18;080;Feroleto della Chiesa;;;Feroleto della Chiesa
080033;D557;18;080;Ferruzzano;;;Ferruzzano
080034;D619;18;080;Fiumara;;;Fiumara (Italia)
080035;D864;18;080;Galatro;;;Galatro
080036;D975;18;080;Gerace;;;Gerace
080037;E025;18;080;Giffone;;;Giffone
080038;E041;18;080;Gioia Tauro;;;Gioia Tauro
080039;E044;18;080;Gioiosa Ionica;;;Gioiosa Ionica
080040;E212;18;080;Grotteria;;;Grotteria
080041;E402;18;080;Laganadi;;;Laganadi
080042;E479;18;080;Laureana di Borrello;;;Laureana di Borrello
080043;D976;18;080;Locri;;;Locri
080044;E873;18;080;Mammola;;;Mammola
080045;E956;18;080;Marina di Gioiosa Ionica;;;Marina di Gioiosa Ionica
080046;E968;18;080;Maropati;;;Maropati
080047;E993;18;080;Martone;;;Martone
080048;F105;18;080;Melicuccà;;;Melicuccà
080049;F106;18;080;Melicucco;;;Melicucco
080050;F112;18;080;Melito di Porto Salvo;;;Melito di Porto Salvo
080051;F301;18;080;Molochio;;;Molochio
080052;F324;18;080;Monasterace;;;Monasterace
080053;D746;18;080;Montebello Jonico;;;Montebello Jonico
080054;F779;18;080;Motta San Giovanni;;;Motta San Giovanni
080055;G082;18;080;Oppido Mamertina;;;Oppido Mamertina
080056;G277;18;080;Palizzi;;;Palizzi
080057;G288;18;080;Palmi;;;Palmi
080058;G394;18;080;Pazzano;;;Pazzano
080059;G729;18;080;Placanica;;;Placanica
080060;G735;18;080;Platì;;;Platì
080061;G791;18;080;Polistena;;;Polistena
080062;G905;18;080;Portigliola;;;Portigliola
080063;H224;18;080;Reggio di Calabria;;;Reggio Calabria
080064;H265;18;080;Riace;;;Riace
080065;H359;18;080;Rizziconi;;;Rizziconi
080066;H408;18;080;Roccaforte del Greco;;;Roccaforte del Greco
080067;H456;18;080;Roccella Ionica;;;Roccella Ionica
080068;H489;18;080;Roghudi;;;Roghudi
080069;H558;18;080;Rosarno;;;Rosarno
080070;H013;18;080;Samo;;;Samo (Italia)
080071;H889;18;080;San Giorgio Morgeto;;;San Giorgio Morgeto
080072;H903;18;080;San Giovanni di Gerace;;;San Giovanni di Gerace
080073;H959;18;080;San Lorenzo;;;San Lorenzo (Italia)
080074;H970;18;080;San Luca;;;San Luca (Italia)
080075;I102;18;080;San Pietro di Caridà;;;San Pietro di Caridà
080076;I132;18;080;San Procopio;;;San Procopio (Italia)
080077;I139;18;080;San Roberto;;;San Roberto (Italia)
080078;I176;18;080;Santa Cristina d'Aspromonte;;;Santa Cristina d'Aspromonte
080079;I198;18;080;Sant'Agata del Bianco;;;Sant'Agata del Bianco
080080;I214;18;080;Sant'Alessio in Aspromonte;;;Sant'Alessio in Aspromonte
080081;I333;18;080;Sant'Eufemia d'Aspromonte;;;Sant'Eufemia d'Aspromonte
080082;I341;18;080;Sant'Ilario dello Ionio;;;Sant'Ilario dello Ionio
080083;I371;18;080;Santo Stefano in Aspromonte;;;Santo Stefano in Aspromonte
080084;I536;18;080;Scido;;;Scido
080085;I537;18;080;Scilla;;;Scilla (Italia)
080086;I600;18;080;Seminara;;;Seminara
080087;I656;18;080;Serrata;;;Serrata
080088;I725;18;080;Siderno;;;Siderno
080089;I753;18;080;Sinopoli;;;Sinopoli
080090;I936;18;080;Staiti;;;Staiti
080091;I955;18;080;Stignano;;;Stignano
080092;I956;18;080;Stilo;;;Stilo
080093;L063;18;080;Taurianova;;;Taurianova
080094;L127;18;080;Terranova Sappo Minulio;;;Terranova Sappo Minulio
080095;L673;18;080;Varapodio;;;Varapodio
080096;M018;18;080;Villa San Giovanni;;;Villa San Giovanni
080097;M277;18;080;San Ferdinando;;;San Ferdinando (Italia)
081001;A176;19;081;Alcamo;;;Alcamo
081002;B288;19;081;Buseto Palizzolo;;;Buseto Palizzolo
081003;B385;19;081;Calatafimi-Segesta;;;Calatafimi Segesta
081004;B521;19;081;Campobello di Mazara;;;Campobello di Mazara
081005;C130;19;081;Castellammare del Golfo;;;Castellammare del Golfo
081006;C286;19;081;Castelvetrano;;;Castelvetrano
081007;D234;19;081;Custonaci;;;Custonaci
081008;D423;19;081;Erice;;;Erice
081009;D518;19;081;Favignana;;;Favignana (comune)
081010;E023;19;081;Gibellina;;;Gibellina
081011;E974;19;081;Marsala;;;Marsala
081012;F061;19;081;Mazara del Vallo;;;Mazara del Vallo
081013;G208;19;081;Paceco;;;Paceco
081014;G315;19;081;Pantelleria;;;Pantelleria
081015;G347;19;081;Partanna;;;Partanna
081016;G767;19;081;Poggioreale;;;Poggioreale
081017;H688;19;081;Salaparuta;;;Salaparuta
081018;H700;19;081;Salemi;;;Salemi
081019;I291;19;081;Santa Ninfa;;;Santa Ninfa
081020;I407;19;081;San Vito Lo Capo;;;San Vito Lo Capo
081021;L331;19;081;Trapani;;;Trapani
081022;G319;19;081;Valderice;;;Valderice
081023;M081;19;081;Vita;;;Vita (Italia)
081024;M281;19;081;Petrosino;;;Petrosino
082001;A195;19;082;Alia;;;Alia
082002;A202;19;082;Alimena;;;Alimena
082003;A203;19;082;Aliminusa;;;Aliminusa
082004;A229;19;082;Altavilla Milicia;;;Altavilla Milicia
082005;A239;19;082;Altofonte;;;Altofonte
082006;A546;19;082;Bagheria;;;Bagheria
082007;A592;19;082;Balestrate;;;Balestrate
082008;A719;19;082;Baucina;;;Baucina
082009;A764;19;082;Belmonte Mezzagno;;;Belmonte Mezzagno
082010;A882;19;082;Bisacquino;;;Bisacquino
082011;A946;19;082;Bolognetta;;;Bolognetta
082012;A958;19;082;Bompietro;;;Bompietro
082013;A991;19;082;Borgetto;;;Borgetto
082014;B315;19;082;Caccamo;;;Caccamo
082015;B430;19;082;Caltavuturo;;;Caltavuturo
082016;B533;19;082;Campofelice di Fitalia;;;Campofelice di Fitalia
082017;B532;19;082;Campofelice di Roccella;;;Campofelice di Roccella
082018;B535;19;082;Campofiorito;;;Campofiorito
082019;B556;19;082;Camporeale;;;Camporeale
082020;B645;19;082;Capaci;;;Capaci
082021;B780;19;082;Carini;;;Carini
082022;C067;19;082;Castelbuono;;;Castelbuono
082023;C074;19;082;Casteldaccia;;;Casteldaccia
082024;C135;19;082;Castellana Sicula;;;Castellana Sicula
082025;C344;19;082;Castronovo di Sicilia;;;Castronovo di Sicilia
082026;C420;19;082;Cefalà Diana;;;Cefalà Diana
082027;C421;19;082;Cefalù;;;Cefalù
082028;C496;19;082;Cerda;;;Cerda
082029;C654;19;082;Chiusa Sclafani;;;Chiusa Sclafani
082030;C696;19;082;Ciminna;;;Ciminna
082031;C708;19;082;Cinisi;;;Cinisi
082032;C871;19;082;Collesano;;;Collesano
082033;C968;19;082;Contessa Entellina;;;Contessa Entellina
082034;D009;19;082;Corleone;;;Corleone
082035;D567;19;082;Ficarazzi;;;Ficarazzi
082036;D907;19;082;Gangi;;;Gangi
082037;D977;19;082;Geraci Siculo;;;Geraci Siculo
082038;E013;19;082;Giardinello;;;Giardinello
082039;E055;19;082;Giuliana;;;Giuliana
082040;E074;19;082;Godrano;;;Godrano
082041;E149;19;082;Gratteri;;;Gratteri
082042;E337;19;082;Isnello;;;Isnello
082043;E350;19;082;Isola delle Femmine;;;Isola delle Femmine
082044;E459;19;082;Lascari;;;Lascari
082045;E541;19;082;Lercara Friddi;;;Lercara Friddi
082046;E957;19;082;Marineo;;;Marineo
082047;F184;19;082;Mezzojuso;;;Mezzojuso
082048;F246;19;082;Misilmeri;;;Misilmeri
082049;F377;19;082;Monreale;;;Monreale
082050;F544;19;082;Montelepre;;;Montelepre
082051;F553;19;082;Montemaggiore Belsito;;;Montemaggiore Belsito
082052;G263;19;082;Palazzo Adriano;;;Palazzo Adriano
082053;G273;19;082;Palermo;;;Palermo
082054;G348;19;082;Partinico;;;Partinico
082055;G510;19;082;Petralia Soprana;;;Petralia Soprana
082056;G511;19;082;Petralia Sottana;;;Petralia Sottana
082057;G543;19;082;Piana degli Albanesi;;;Piana degli Albanesi
082058;G792;19;082;Polizzi Generosa;;;Polizzi Generosa
082059;G797;19;082;Pollina;;;Pollina
082060;H070;19;082;Prizzi;;;Prizzi
082061;H422;19;082;Roccamena;;;Roccamena
082062;H428;19;082;Roccapalumba;;;Roccapalumba
082063;H797;19;082;San Cipirello;;;San Cipirello
082064;H933;19;082;San Giuseppe Jato;;;San Giuseppe Jato
082065;I028;19;082;San Mauro Castelverde;;;San Mauro Castelverde
082066;I174;19;082;Santa Cristina Gela;;;Santa Cristina Gela
082067;I188;19;082;Santa Flavia;;;Santa Flavia
082068;I534;19;082;Sciara;;;Sciara
082069;I541;19;082;Sclafani Bagni;;;Sclafani Bagni
082070;L112;19;082;Termini Imerese;;;Termini Imerese
082071;L131;19;082;Terrasini;;;Terrasini
082072;L282;19;082;Torretta;;;Torretta (Italia)
082073;L317;19;082;Trabia;;;Trabia
082074;L332;19;082;Trappeto;;;Trappeto
082075;L519;19;082;Ustica;;;Ustica
082076;L603;19;082;Valledolmo;;;Valledolmo
082077;L740;19;082;Ventimiglia di Sicilia;;;Ventimiglia di Sicilia
082078;L837;19;082;Vicari;;;Vicari
082079;L916;19;082;Villabate;;;Villabate
082080;L951;19;082;Villafrati;;;Villafrati
082081;I538;19;082;Scillato;;;Scillato
082082;M268;19;082;Blufi;;;Blufi
083001;A177;19;083;Alcara Li Fusi;;;Alcara Li Fusi
083002;A194;19;083;Alì;;;Alì (Italia)
083003;A201;19;083;Alì Terme;;;Alì Terme
083004;A313;19;083;Antillo;;;Antillo
083005;A638;19;083;Barcellona Pozzo di Gotto;;;Barcellona Pozzo di Gotto
083006;A698;19;083;Basicò;;;Basicò
083007;B198;19;083;Brolo;;;Brolo
083008;B660;19;083;Capizzi;;;Capizzi
083009;B666;19;083;Capo d'Orlando;;;Capo d'Orlando
083010;B695;19;083;Capri Leone;;;Capri Leone
083011;B804;19;083;Caronia;;;Caronia
083012;B918;19;083;Casalvecchio Siculo;;;Casalvecchio Siculo
083013;C094;19;083;Castel di Lucio;;;Castel di Lucio
083014;C051;19;083;Castell'Umberto;;;Castell'Umberto
083015;C210;19;083;Castelmola;;;Castelmola
083016;C347;19;083;Castroreale;;;Castroreale
083017;C568;19;083;Cesarò;;;Cesarò
083018;C956;19;083;Condrò;;;Condrò
083019;D474;19;083;Falcone;;;Falcone (Italia)
083020;D569;19;083;Ficarra;;;Ficarra
083021;D622;19;083;Fiumedinisi;;;Fiumedinisi
083022;D635;19;083;Floresta;;;Floresta (Italia)
083023;D661;19;083;Fondachelli-Fantina;;;Fondachelli-Fantina
083024;D733;19;083;Forza d'Agrò;;;Forza d'Agrò
083025;D765;19;083;Francavilla di Sicilia;;;Francavilla di Sicilia
083026;D793;19;083;Frazzanò;;;Frazzanò
083027;D824;19;083;Furci Siculo;;;Furci Siculo
083028;D825;19;083;Furnari;;;Furnari
083029;D844;19;083;Gaggi;;;Gaggi
083030;D861;19;083;Galati Mamertino;;;Galati Mamertino
083031;D885;19;083;Gallodoro;;;Gallodoro
083032;E014;19;083;Giardini-Naxos;;;Giardini-Naxos
083033;E043;19;083;Gioiosa Marea;;;Gioiosa Marea
083034;E142;19;083;Graniti;;;Graniti
083035;E233;19;083;Gualtieri Sicaminò;;;Gualtieri Sicaminò
083036;E374;19;083;Itala;;;Itala (Italia)
083037;E523;19;083;Leni;;;Leni
083038;E555;19;083;Letojanni;;;Letojanni
083039;E571;19;083;Librizzi;;;Librizzi
083040;E594;19;083;Limina;;;Limina
083041;E606;19;083;Lipari;;;Lipari (comune)
083042;E674;19;083;Longi;;;Longi
083043;E855;19;083;Malfa;;;Malfa
083044;E869;19;083;Malvagna;;;Malvagna
083045;E876;19;083;Mandanici;;;Mandanici
083046;F066;19;083;Mazzarrà Sant'Andrea;;;Mazzarrà Sant'Andrea
083047;F147;19;083;Merì;;;Merì
083048;F158;19;083;Messina;;;Messina
083049;F206;19;083;Milazzo;;;Milazzo
083050;F210;19;083;Militello Rosmarino;;;Militello Rosmarino
083051;F242;19;083;Mirto;;;Mirto (Italia)
083052;F251;19;083;Mistretta;;;Mistretta
083053;F277;19;083;Mojo Alcantara;;;Mojo Alcantara
083054;F359;19;083;Monforte San Giorgio;;;Monforte San Giorgio
083055;F368;19;083;Mongiuffi Melia;;;Mongiuffi Melia
083056;F395;19;083;Montagnareale;;;Montagnareale
083057;F400;19;083;Montalbano Elicona;;;Montalbano Elicona
083058;F772;19;083;Motta Camastra;;;Motta Camastra
083059;F773;19;083;Motta d'Affermo;;;Motta d'Affermo
083060;F848;19;083;Naso;;;Naso (Italia)
083061;F901;19;083;Nizza di Sicilia;;;Nizza di Sicilia
083062;F951;19;083;Novara di Sicilia;;;Novara di Sicilia
083063;G036;19;083;Oliveri;;;Oliveri
083064;G209;19;083;Pace del Mela;;;Pace del Mela
083065;G234;19;083;Pagliara;;;Pagliara
083066;G377;19;083;Patti;;;Patti
083067;G522;19;083;Pettineo;;;Pettineo (Italia)
083068;G699;19;083;Piraino;;;Piraino
083069;H151;19;083;Raccuja;;;Raccuja
083070;H228;19;083;Reitano;;;Reitano
083071;H405;19;083;Roccafiorita;;;Roccafiorita
083072;H418;19;083;Roccalumera;;;Roccalumera
083073;H380;19;083;Roccavaldina;;;Roccavaldina
083074;H455;19;083;Roccella Valdemone;;;Roccella Valdemone
083075;H479;19;083;Rodì Milici;;;Rodì Milici
083076;H519;19;083;Rometta;;;Rometta
083077;H842;19;083;San Filippo del Mela;;;San Filippo del Mela
083078;H850;19;083;San Fratello;;;San Fratello
083079;H982;19;083;San Marco d'Alunzio;;;San Marco d'Alunzio
083080;I084;19;083;San Pier Niceto;;;San Pier Niceto
083081;I086;19;083;San Piero Patti;;;San Piero Patti
083082;I147;19;083;San Salvatore di Fitalia;;;San Salvatore di Fitalia
083083;I184;19;083;Santa Domenica Vittoria;;;Santa Domenica Vittoria
083084;I199;19;083;Sant'Agata di Militello;;;Sant'Agata di Militello
083085;I215;19;083;Sant'Alessio Siculo;;;Sant'Alessio Siculo
083086;I220;19;083;Santa Lucia del Mela;;;Santa Lucia del Mela
083087;I254;19;083;Santa Marina Salina;;;Santa Marina Salina
083088;I283;19;083;Sant'Angelo di Brolo;;;Sant'Angelo di Brolo
083089;I311;19;083;Santa Teresa di Riva;;;Santa Teresa di Riva
083090;I328;19;083;San Teodoro;;;San Teodoro (Sicilia)
083091;I370;19;083;Santo Stefano di Camastra;;;Santo Stefano di Camastra
083092;I420;19;083;Saponara;;;Saponara
083093;I477;19;083;Savoca;;;Savoca
083094;I492;19;083;Scaletta Zanclea;;;Scaletta Zanclea
083095;I747;19;083;Sinagra;;;Sinagra
083096;I881;19;083;Spadafora;;;Spadafora
083097;L042;19;083;Taormina;;;Taormina
083098;L271;19;083;Torregrotta;;;Torregrotta
083099;L308;19;083;Tortorici;;;Tortorici
083100;L431;19;083;Tripi;;;Tripi
083101;L478;19;083;Tusa;;;Tusa
083102;L482;19;083;Ucria;;;Ucria
083103;L561;19;083;Valdina;;;Valdina
083104;L735;19;083;Venetico;;;Venetico
083105;L950;19;083;Villafranca Tirrena;;;Villafranca Tirrena
083106;M210;19;083;Terme Vigliatore;;;Terme Vigliatore
083107;M211;19;083;Acquedolci;;;Acquedolci
083108;M286;19;083;Torrenova;;;Torrenova
084001;A089;19;084;Agrigento;;;Agrigento
084002;A181;19;084;Alessandria della Rocca;;;Alessandria della Rocca
084003;A351;19;084;Aragona;;;Aragona (Italia)
084004;A896;19;084;Bivona;;;Bivona
084005;B275;19;084;Burgio;;;Burgio
084006;B377;19;084;Calamonaci;;;Calamonaci
084007;B427;19;084;Caltabellotta;;;Caltabellotta
084008;B460;19;084;Camastra;;;Camastra
084009;B486;19;084;Cammarata;;;Cammarata
084010;B520;19;084;Campobello di Licata;;;Campobello di Licata
084011;B602;19;084;Canicattì;;;Canicattì
084012;C275;19;084;Casteltermini;;;Casteltermini
084013;C341;19;084;Castrofilippo;;;Castrofilippo
084014;C356;19;084;Cattolica Eraclea;;;Cattolica Eraclea
084015;C668;19;084;Cianciana;;;Cianciana
084016;C928;19;084;Comitini;;;Comitini
084017;D514;19;084;Favara;;;Favara
084018;E209;19;084;Grotte;;;Grotte
084019;E390;19;084;Joppolo Giancaxio;;;Joppolo Giancaxio
084020;E431;19;084;Lampedusa e Linosa;;;Lampedusa e Linosa
084021;E573;19;084;Licata;;;Licata
084022;E714;19;084;Lucca Sicula;;;Lucca Sicula
084023;F126;19;084;Menfi;;;Menfi
084024;F414;19;084;Montallegro;;;Montallegro
084025;F655;19;084;Montevago;;;Montevago
084026;F845;19;084;Naro;;;Naro
084027;G282;19;084;Palma di Montechiaro;;;Palma di Montechiaro
084028;F299;19;084;Porto Empedocle;;;Porto Empedocle
084029;H148;19;084;Racalmuto;;;Racalmuto
084030;H159;19;084;Raffadali;;;Raffadali
084031;H194;19;084;Ravanusa;;;Ravanusa
084032;H205;19;084;Realmonte;;;Realmonte
084033;H269;19;084;Ribera;;;Ribera
084034;H743;19;084;Sambuca di Sicilia;;;Sambuca di Sicilia
084035;H778;19;084;San Biagio Platani;;;San Biagio Platani
084036;H914;19;084;San Giovanni Gemini;;;San Giovanni Gemini
084037;I185;19;084;Santa Elisabetta;;;Santa Elisabetta (Italia)
084038;I224;19;084;Santa Margherita di Belìce;;;Santa Margherita di Belice
084039;I290;19;084;Sant'Angelo Muxaro;;;Sant'Angelo Muxaro
084040;I356;19;084;Santo Stefano Quisquina;;;Santo Stefano Quisquina
084041;I533;19;084;Sciacca;;;Sciacca
084042;I723;19;084;Siculiana;;;Siculiana
084043;L944;19;084;Villafranca Sicula;;;Villafranca Sicula
085001;A049;19;085;Acquaviva Platani;;;Acquaviva Platani
085002;A957;19;085;Bompensiere;;;Bompensiere
085003;B302;19;085;Butera;;;Butera
085004;B429;19;085;Caltanissetta;;;Caltanissetta
085005;B537;19;085;Campofranco;;;Campofranco
085006;D267;19;085;Delia;;;Delia (Italia)
085007;D960;19;085;Gela;;;Gela
085008;E953;19;085;Marianopoli;;;Marianopoli
085009;F065;19;085;Mazzarino;;;Mazzarino
085010;E618;19;085;Milena;;;Milena (Italia)
085011;F489;19;085;Montedoro;;;Montedoro
085012;F830;19;085;Mussomeli;;;Mussomeli
085013;F899;19;085;Niscemi;;;Niscemi
085014;H245;19;085;Resuttano;;;Resuttano
085015;H281;19;085;Riesi;;;Riesi
085016;H792;19;085;San Cataldo;;;San Cataldo (Italia)
085017;I169;19;085;Santa Caterina Villarmosa;;;Santa Caterina Villarmosa
085018;I644;19;085;Serradifalco;;;Serradifalco
085019;I824;19;085;Sommatino;;;Sommatino
085020;L016;19;085;Sutera;;;Sutera
085021;L609;19;085;Vallelunga Pratameno;;;Vallelunga Pratameno
085022;L959;19;085;Villalba;;;Villalba
086001;A070;19;086;Agira;;;Agira
086002;A098;19;086;Aidone;;;Aidone
086003;A478;19;086;Assoro;;;Assoro
086004;A676;19;086;Barrafranca;;;Barrafranca
086005;B381;19;086;Calascibetta;;;Calascibetta
086006;C353;19;086;Catenanuova;;;Catenanuova
086007;C471;19;086;Centuripe;;;Centuripe
086008;C480;19;086;Cerami;;;Cerami
086009;C342;19;086;Enna;;;Enna
086010;D849;19;086;Gagliano Castelferrato;;;Gagliano Castelferrato
086011;E536;19;086;Leonforte;;;Leonforte
086012;F892;19;086;Nicosia;;;Nicosia (Italia)
086013;F900;19;086;Nissoria;;;Nissoria
086014;G580;19;086;Piazza Armerina;;;Piazza Armerina
086015;G624;19;086;Pietraperzia;;;Pietraperzia
086016;H221;19;086;Regalbuto;;;Regalbuto
086017;I891;19;086;Sperlinga;;;Sperlinga
086018;L448;19;086;Troina;;;Troina
086019;L583;19;086;Valguarnera Caropepe;;;Valguarnera Caropepe
086020;M011;19;086;Villarosa;;;Villarosa
087001;A025;19;087;Aci Bonaccorsi;;;Aci Bonaccorsi
087002;A026;19;087;Aci Castello;;;Aci Castello
087003;A027;19;087;Aci Catena;;;Aci Catena
087004;A028;19;087;Acireale;;;Acireale
087005;A029;19;087;Aci Sant'Antonio;;;Aci Sant'Antonio
087006;A056;19;087;Adrano;;;Adrano
087007;A766;19;087;Belpasso;;;Belpasso
087008;A841;19;087;Biancavilla;;;Biancavilla
087009;B202;19;087;Bronte;;;Bronte (Italia)
087010;B384;19;087;Calatabiano;;;Calatabiano
087011;B428;19;087;Caltagirone;;;Caltagirone
